agent,count(*)
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; chromeframe/28.0.1495.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2; .NET CLR 1.1.4322; Tablet PC 2.0)",335
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G900P/MSM8974;MOBILE)",333
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144",333
"modmed%20Practice/1702081650 CFNetwork/808.0.2 Darwin/16.0.0",332
"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G935A Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",332
"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/57.0.2987.137 Mobile/14D27 Safari/602.1",332
"VisualDx Apple/7.0.4 (10.1;iPad;mobile)",331
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-N920T/universal7420;WIFI)",331
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; HTC HTC One_M8/MSM8974;none)",331
"VisualDx Android/7.2.14 (Android 5.1-LPB23.13-51-R.14; motorola XT1031/MSM8226;MOBILE)",330
"VisualDx Android/7.2.11 (Android 4.4.2-KOT49H; samsung SM-G355M/sc7735s;WIFI)",329
"VisualDx Apple/2.25.1 (10.1;iPhone;mobile)",329
"Mozilla/5.0 (Linux; Android 6.0; VS986 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",328
"VisualDx Android/7.2.14 (Android 6.0-MPHS24.49-18-4; motorola XT1575/msm8992;WIFI)",328
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G925P/universal7420;MOBILE)",325
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47V; LGE LGL82VL/msm8916;MOBILE)",325
"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",324
"VisualDx Apple/2.23.01 (9.2.1;iPhone;WIFI)",323
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; Xiaomi MI NOTE Pro/msm8994;WIFI)",323
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G920T/universal7420;MOBILE)",322
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11",322
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-N920C/universal7420;MOBILE)",322
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; LGE LG-K530/msm8937;MOBILE)",322
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G930V/msm8996;MOBILE)",322
"VisualDx Android/7.2.14 (Android 7.0-NCLS25.86-11-4-6-5; motorola XT1650/msm8996;WIFI)",321
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",320
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G900FQ/MSM8974;MOBILE)",319
"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; QG Managed; rv:11.0) like Gecko",319
"Mozilla/5.0 (Windows NT 6.0; rv:52.0) Gecko/20100101 Firefox/52.0",319
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E; Tablet PC 2.0)",319
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; OnePlus ONE A2005/msm8994;WIFI)",318
"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910V Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",318
"Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",317
"VisualDx Android/7.2.11 (Android 6.0.1-3.112VZ.03.q; KYOCERA E6810/E6810;MOBILE)",317
"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",315
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G928T/universal7420;MOBILE)",315
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G920P/universal7420;MOBILE)",314
"Mozilla/5.0 (Linux; Android 4.4.4; XT1080 Build/SU6-7.7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",314
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G900P/MSM8974;WIFI)",314
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-T813/MSM8976;WIFI)",314
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0",313
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-G920A/universal7420;WIFI)",312
"VisualDx Apple/2.22 (9.2.1;iPhone;mobile)",312
"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0",312
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",311
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900T Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",310
"Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko",310
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",310
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144",308
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; samsung SM-G935V/msm8996;WIFI)",308
"modmed%20Practice/1703071716 CFNetwork/811.4.18 Darwin/16.5.0",308
"Mozilla/5.0 (Android 4.2.2; Tablet; rv:51.0) Gecko/51.0 Firefox/51.0",307
"VisualDx Android/7.2.14 (Android 5.0-LRX21T; samsung SAMSUNG-SM-G900A/MSM8974;WIFI)",306
"Mobile%20VisualDx/2.25.1.1857 CFNetwork/808.3 Darwin/16.3.0",303
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",303
"Mozilla/5.0 (Linux; Android 5.1; itel it1556 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36",303
"VisualDx Apple/2.25.2 (10.2;iPad;mobile)",303
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G920F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",302
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322)",301
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",301
"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4",300
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; samsung SM-A500H/MSM8916;WIFI)",300
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; Tablet PC 2.0)",299
"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MDDCJS)",298
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",297
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",296
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",295
"VisualDx Android/7.2.10 (Android 6.0.1-MMB29K; samsung SM-N910H/universal5433;WIFI)",295
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",294
"modmed%20Practice/1702281713 CFNetwork/808.1.4 Darwin/16.1.0",294
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-N920P Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",291
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",291
"Mozilla/5.0 (Linux; Android 6.0.1; SM-T710 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",291
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; chromeframe/24.0.1312.56; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322)",291
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.33 Safari/537.36",291
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-N910W8/APQ8084;MOBILE)",290
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-N920P/universal7420;MOBILE)",290
"Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",288
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36",288
"Mozilla/5.0 (Linux; Android 5.1.1; Alcatel_4060A Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",288
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-N920I/universal7420;MOBILE)",288
"Mozilla/5.0 (Linux; Android 4.3; GT-I9300 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",287
"VisualDx Android/7.2.11 (Android 5.0.2-LRX22G; LGE VS980 4G/MSM8974;MOBILE)",285
"VisualDx Android/7.2.14 (Android 4.3-HuaweiMT2L03; HUAWEI MT2L03/MT2L03;WIFI)",285
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G900A/MSM8974;WIFI)",284
"Mozilla/5.0 (Android 6.0.1; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0",284
"VisualDx Android/7.2.14 (Android 7.0-NBD92D; motorola Nexus 6/shamu;MOBILE)",284
"VisualDx Apple/2.21 (8.1.3;iPhone;WIFI)",284
"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:49.0) Gecko/20100101 Firefox/49.0.3 Waterfox/49.0.3",281
"Mozilla/5.0 (Linux; Android 4.4.2; SM-T311 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",281
"VisualDx Android/7.2.14 (Android 5.1.1-S100; LENOVO Lenovo PB1-750M/msm8916;WIFI)",280
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko)",278
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; chromeframe/29.0.1547.76; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; Media Center PC 6.0)",278
"Mozilla/5.0 (Linux; Android 6.0.1; P01M Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",278
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; asus ASUS_Z010D/msm8916;WIFI)",278
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:50.0) Gecko/20100101 Firefox/50.0",277
"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2130.80",277
"Mozilla/5.0 (Linux; Android 4.4.2; LG-E980 Build/KOT49I.E98020i) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",277
"VisualDx Apple/2.24.1 (10.2;iPhone;mobile)",276
"com.google.GoogleMobile/23.1.0 iPhone/10.2.1 hw/iPhone8_2",276
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47X; samsung SM-P605/MSM8974;WIFI)",276
"VisualDx Apple/2.25.1 (7.1.2;iPhone;mobile)",276
"Mozilla/5.0 (Linux; Android 6.0; VS985 4G Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.108 Mobile Safari/537.36",276
"Mozilla/5.0 (Linux; Android 6.0.1; SM-A510F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",275
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; chromeframe/19.0.1084.52; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",275
"VisualDx Android/2.22 (Android 5.0-LRX21V; samsung SM-N900V/MSM8974;MOBILE)",273
